"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"White-backed Stilt","Himantopus melanurus",melanurus,"Daniel González Amat",2010-06-08,11:15,"Wetland Batuco, Batuco, Región Metropolitana",Chile,-33.2428,-70.8234,600,Call,Perrito,,54873,//creativecommons.org/licenses/by-nc-nd/2.5/
"White-backed Stilt","Himantopus melanurus",,"Daniel González Amat",2007-04-26,11:05,"Wetland Batuco, Batuco, Región Metropolitana",Chile,-33.2428,-70.8234,500,call,,"Tachycineta leucopyga",13045,//creativecommons.org/licenses/by-nc-nd/2.5/
"White-backed Stilt","Himantopus melanurus",,"Daniel González Amat",2007-04-26,11:00,"Wetland Batuco, Batuco, Región Metropolitana",Chile,-33.2428,-70.8234,500,call,,"Anthus correndera,Anas georgica",13044,//creativecommons.org/licenses/by-nc-nd/2.5/
"Andean Avocet","Recurvirostra andina",,"Alvaro Jaramillo",2001-07-26,?:?,"Laguna Chaxa, Socaire, Antofogasta, II Region",Chile,-23.287,-68.1745,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,59841,//creativecommons.org/licenses/by-nc-nd/2.5/
"Andean Avocet","Recurvirostra andina",,"Alvaro Jaramillo",2001-07-26,?:?,"Laguna Chaxa, Socaire, Antofogasta, II Region",Chile,-23.287,-68.1745,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,59840,//creativecommons.org/licenses/by-nc-nd/2.5/
"Andean Avocet","Recurvirostra andina",,"Alvaro Jaramillo",2001-07-26,?:?,"Laguna Chaxa, Socaire, Antofogasta, II Region",Chile,-23.287,-68.1745,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,59839,//creativecommons.org/licenses/by-nc-nd/2.5/
"Andean Avocet","Recurvirostra andina",,"Alvaro Jaramillo",2001-07-26,?:?,"Laguna Chaxa, Socaire, Antofogasta, II Region",Chile,-23.287,-68.1745,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,59838,//creativecommons.org/licenses/by-nc-nd/2.5/
"Andean Avocet","Recurvirostra andina",,"Guillermo Egli",1999-10-00,?:?,"Salar de Atacama, II Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,53863,//creativecommons.org/licenses/by-nc-nd/2.5/
"Southern Lapwing","Vanellus chilensis",chilensis,keltehue,2019-02-16,17:30,"Concón, Valparaiso, Región de Valparaíso",Chile,-32.9565,-71.506,170,call,"bird-seen:yes playback-used:no",,491818,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Lapwing","Vanellus chilensis",fretensis,"Dante Buzzetti",2020-02-28,14:01,"Río Chamiza,Puerto Montt,Llanquihue,Los Lagos",Chile,-41.4915,-72.82,2,call,"DCB 803-4a bird-seen:yes playback-used:no",,540445,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Lapwing","Vanellus chilensis",fretensis,"Dante Buzzetti",2020-02-24,21:00,"Puerto Montt city,Llanquihue,Los Lagos",Chile,-41.4873,-72.9031,2,"flight call","DCB 797-9 bird-seen:yes playback-used:no",,534308,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Lapwing","Vanellus chilensis",fretensis,"Dante Buzzetti",2020-02-24,20:42,"Puerto Montt city,Llanquihue,Los Lagos",Chile,-41.4873,-72.9031,2,call,"DCB 797-6c bird-seen:yes playback-used:no",,534305,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Lapwing","Vanellus chilensis",thilius,"Cristian Pinto",2019-06-23,11:30,"Tranque La Cadellada, Batuco, Región Metropolitana",Chile,-33.2051,-70.788,500,"alarm call, call","bird-seen:yes playback-used:no",,489125,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Lapwing","Vanellus chilensis",chilensis,"Cristian Pinto",2019-05-18,12:00,"Tranque La Cadellada, Batuco, Región Metropolitana",Chile,-33.2051,-70.788,500,"alarm call, call, flight call","bird-seen:yes playback-used:no",,475626,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Lapwing","Vanellus chilensis",chilensis,"Cristian Pinto",2019-05-18,12:00,"Tranque La Cadellada, Batuco, Región Metropolitana",Chile,-33.2051,-70.788,500,"alarm call, call, flight call","A flock flying.bird-seen:yes playback-used:no",,475624,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Lapwing","Vanellus chilensis",chilensis,"Cristian Pinto",2019-05-18,11:30,"Tranque La Cadellada, Batuco, Región Metropolitana",Chile,-33.2051,-70.788,500,"flight call","A flock of Southern lapwings doing these calls.bird-seen:yes playback-used:no",,475609,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Lapwing","Vanellus chilensis",,"Cristian Pinto",2019-01-27,06:00,"Desembocadura Estero La Palmilla (Cahuil)",Chile,-34.4802,-72.0233,0,"alarm call, call","bird-seen:yes playback-used:no",,458976,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Lapwing","Vanellus chilensis",,"Peter Boesman",2018-12-05,09:30,"Laguna Quilo, Chiloé, X Región",Chile,-41.874686,-73.955538,,Call,,,450220,//creativecommons.org/licenses/by-nc-nd/4.0/
"Southern Lapwing","Vanellus chilensis",chilensis,"Cristian Pinto",2017-08-06,09:30," Camino Embalse El Yeso  #2",Chile,-33.7738,-70.1689,1600,"alarm call","bird-seen:yes playback-used:no",,384670,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Lapwing","Vanellus chilensis",chilensis,"Cristian Pinto",2017-08-06,09:30," Camino Embalse El Yeso  #2",Chile,-33.7738,-70.1689,1600,"flight call","bird-seen:yes playback-used:no",,384669,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Lapwing","Vanellus chilensis",,"Cristian Pinto",2017-01-15,09:00,"Termas del Flaco, Colchagua, VI Región",Chile,-34.9612,-70.4317,1700,"alarm call","bird-seen:yes playback-used:no",,374154,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Lapwing","Vanellus chilensis",,"Ross Gallardy",2015-04-23,11:30,"Chonchi, Chiloe, X Región",Chile,-42.6392,-74.1107,10,call,"bird-seen:yes playback-used:no",,296138,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Lapwing","Vanellus chilensis",,"Alvaro Jaramillo",2001-08-03,?:?,"Punta de Tralca, V Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60001,//creativecommons.org/licenses/by-nc-nd/2.5/
"Southern Lapwing","Vanellus chilensis",,"Alvaro Jaramillo",1999-11-13,?:?,"Punta Arenas, Tierra del Fuego, XII Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60000,//creativecommons.org/licenses/by-nc-nd/2.5/
"Southern Lapwing","Vanellus chilensis",chilensis,"Daniel González Amat",2010-02-24,11:00,"Las Mellizas Wetland, Los Angeles",Chile,-37.331,-72.401,300,Call,"Chilean name: Queltehue",,45445,//creativecommons.org/licenses/by-nc-nd/2.5/
"Southern Lapwing","Vanellus chilensis",,"Rodrigo Valenzuela Aceval",2004-05-12,00:02,"Facultad de Veterinaria, Universidad de Chile, La Pintana, Santiago.",Chile,-33.5742,-70.6314,600,song,link:http://piojo69.tripod.com/sonidos.htm,,989,//creativecommons.org/licenses/by-nc-nd/2.5/
"Southern Lapwing","Vanellus chilensis",fretensis,"Dante Buzzetti",2020-02-24,11:02,"Piedra Azul Alto,Puerto Montt,Llanquihue,Los Lagos",Chile,-41.5077,-72.7719,100,calls,"DCB 796-12b bird-seen:no playback-used:no",,534168,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Lapwing","Vanellus chilensis",,"Peter Boesman",2018-12-04,16:00,"Laguna Quilo, Chiloé, X Región",Chile,-41.874686,-73.955538,,Call,,,450219,//creativecommons.org/licenses/by-nc-nd/4.0/
"Southern Lapwing","Vanellus chilensis",,"Raúl Bartolo Gutiérrez",2020-02-24,15:30,"Reserva Natural El Natri, Arauco, Bío Bío",Chile,-37.9058,-73.2909,40,"adult, alarm call, call, flight call, sex uncertain","it was shortened some seconds, habitat grass bird-seen:yes playback-used:no",,530225,//creativecommons.org/licenses/by-nc-sa/4.0/
"Southern Lapwing","Vanellus chilensis",chilensis,"Daniel González Amat",2007-04-19,12:00,"Wetland El Yali, Las Salinas Quinta Region",Chile,-33.781716,-71.727676,20,"Flight call",,,12652,//creativecommons.org/licenses/by-nc-nd/2.5/
"Andean Lapwing","Vanellus resplendens",,"Cristian Pinto",2019-08-02,10:00,Visviri,Chile,-17.5951,-69.4802,4100,"alarm call, call","bird-seen:yes playback-used:no",,498314,//creativecommons.org/licenses/by-nc-sa/4.0/
"Andean Lapwing","Vanellus resplendens",,"Cristian Pinto",2019-08-02,10:00,Visviri,Chile,-17.5951,-69.4802,4100,"call, flight call","bird-seen:yes playback-used:no",,498313,//creativecommons.org/licenses/by-nc-sa/4.0/
"Andean Lapwing","Vanellus resplendens",,"Cristian Pinto",2019-08-02,10:00,Visviri,Chile,-17.5951,-69.4802,4100,"alarm call, call","bird-seen:yes playback-used:no",,498311,//creativecommons.org/licenses/by-nc-sa/4.0/
"Andean Lapwing","Vanellus resplendens",,"Cristian Pinto",2019-08-02,10:00,Visviri,Chile,-17.5951,-69.4802,4100,"alarm call, call","bird-seen:yes playback-used:no",,498309,//creativecommons.org/licenses/by-nc-sa/4.0/
"Andean Lapwing","Vanellus resplendens",,"Cristian Pinto",2019-08-02,10:00,Visviri,Chile,-17.5951,-69.4802,4100,"alarm call, call","bird-seen:yes playback-used:no",,498308,//creativecommons.org/licenses/by-nc-sa/4.0/
"American Golden Plover","Pluvialis dominica",,"Alvaro Jaramillo",2003-02-16,?:?,"Rio Lluta, Arica, I Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,59969,//creativecommons.org/licenses/by-nc-nd/2.5/
"Collared Plover","Charadrius collaris",,"Daniel González Amat",2010-06-08,12:30,"Wetland Batuco, Batuco, Región Metropolitana",Chile,-33.2428,-70.8234,600,"Flight Call","Chorlo de collar en vuelo",,54877,//creativecommons.org/licenses/by-nc-nd/2.5/
"Puna Plover","Charadrius alticola",,"Alvaro Jaramillo",2001-07-26,?:?,"Laguna Chaxa, Socaire, Antofogasta, II Region",Chile,-23.287,-68.1745,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60059,//creativecommons.org/licenses/by-nc-nd/2.5/
"Puna Plover","Charadrius alticola",,"Alvaro Jaramillo",2001-07-26,?:?,"Laguna Chaxa, Socaire, Antofogasta, II Region",Chile,-23.287,-68.1745,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60058,//creativecommons.org/licenses/by-nc-nd/2.5/
"Two-banded Plover","Charadrius falklandicus",,"Peter Boesman",2018-12-11,14:00,"Laguna Verde, Porvenir, XII Región",Chile,-53.203588,-70.298822,,Call,"Call in flight",,449854,//creativecommons.org/licenses/by-nc-nd/4.0/
"Two-banded Plover","Charadrius falklandicus",,"Andrew Spencer",2011-10-27,07:30,"Pali Aike entrance road, XII Region",Chile,-52.1451,-69.7789,150,song,"natural vocalization; song from one of a pair given immediately after landing near the other individual.",,89437,//creativecommons.org/licenses/by-nc-nd/2.5/
"Two-banded Plover","Charadrius falklandicus",,"Dante Buzzetti",2020-02-24,21:10,"Puerto Montt city,Llanquihue,Los Lagos",Chile,-41.4873,-72.9031,2,call,"DCB 797-10 bird-seen:no playback-used:no",,534309,//creativecommons.org/licenses/by-nc-sa/4.0/
"Two-banded Plover","Charadrius falklandicus",,"Peter Boesman",2018-12-11,14:30,"Laguna Verde, Porvenir, XII Región",Chile,-53.203588,-70.298822,,song,,,449855,//creativecommons.org/licenses/by-nc-nd/4.0/
"Rufous-chested Plover","Charadrius modestus",,"Peter Boesman",2018-12-12,17:00,"Pali Aike road, San Gregorio region, XII región",Chile,-52.189798,-69.801071,,Call,,,449857,//creativecommons.org/licenses/by-nc-nd/4.0/
"Rufous-chested Plover","Charadrius modestus",,"Ross Gallardy",2015-04-14,08:00,"Laguna Blanca, Región de Magallanes y de la Antártica Chilena, Región de Magallanes y de la Antártica Chilena",Chile,-52.0975,-70.9346,300,call,"bird-seen:yes playback-used:no",,295897,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-chested Plover","Charadrius modestus",,"Ross Gallardy",2015-04-14,08:00,"Laguna Blanca, Región de Magallanes y de la Antártica Chilena, Región de Magallanes y de la Antártica Chilena",Chile,-52.0975,-70.9346,300,call,"singe call bird-seen:yes playback-used:no",,295896,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-chested Plover","Charadrius modestus",,"Ross Gallardy",2015-04-14,08:00,"Laguna Blanca, Región de Magallanes y de la Antártica Chilena, Región de Magallanes y de la Antártica Chilena",Chile,-52.0975,-70.9346,300,"call, flight call","bird-seen:yes playback-used:no",,295895,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-chested Plover","Charadrius modestus",,"Ross Gallardy",2015-04-14,08:00,"Laguna Blanca, Región de Magallanes y de la Antártica Chilena, Región de Magallanes y de la Antártica Chilena",Chile,-52.0975,-70.9346,300,call,"bird-seen:yes playback-used:no",,295894,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-chested Plover","Charadrius modestus",,"Ross Gallardy",2015-04-14,08:00,"Laguna Blanca, Región de Magallanes y de la Antártica Chilena, Región de Magallanes y de la Antártica Chilena",Chile,-52.0975,-70.9346,300,call,"bird-seen:yes playback-used:no",,295893,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-chested Plover","Charadrius modestus",,"Francisco Rivas Fuenzalida",2012-07-28,14:00,"Zapallar, Petorca Province, Valparaíso",Chile,-32.6313,-71.4286,10,"flight call","bird-seen:yes playback-used:no",,115035,//creativecommons.org/licenses/by-nc-sa/3.0/
"Rufous-chested Plover","Charadrius modestus",,"Andrew Spencer",2011-10-27,10:00,"Pali Aike entrance road, XII Region",Chile,-52.1451,-69.7789,120,song,"natural vocalization; song in flight display",,90650,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-chested Plover","Charadrius modestus",,"Andrew Spencer",2011-10-27,10:00,"Pali Aike entrance road, XII Region",Chile,-52.1451,-69.7789,120,"call, song","call from a bird taking flight, then song in a prolonged flight display.",,90649,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-chested Plover","Charadrius modestus",,"Andrew Spencer",2011-10-27,10:00,"Pali Aike entrance road, XII Region",Chile,-52.1451,-69.7789,120,call,"call from a flushing bird.",,90648,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-chested Plover","Charadrius modestus",,"Andrew Spencer",2011-10-27,09:00,"Pali Aike entrance road, XII Region",Chile,-52.145,-69.779,100,song,"natural vocalization; song in a prolonged display flight.",,89298,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-chested Plover","Charadrius modestus",,"Dante Buzzetti",2020-02-24,21:12,"Puerto Montt city,Llanquihue,Los Lagos",Chile,-41.4873,-72.9031,2,call,"DCB 797-10b bird-seen:no playback-used:no",,534310,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-chested Plover","Charadrius modestus",,"Peter Boesman",2018-12-12,17:00,"Pali Aike road, San Gregorio region, XII región",Chile,-52.189798,-69.801071,,song,"Very windy!",,449859,//creativecommons.org/licenses/by-nc-nd/4.0/
"Rufous-chested Plover","Charadrius modestus",,"Peter Boesman",2018-12-12,17:00,"Pali Aike road, San Gregorio region, XII región",Chile,-52.189798,-69.801071,,Call,,,449858,//creativecommons.org/licenses/by-nc-nd/4.0/
"Rufous-chested Plover","Charadrius modestus",,"Alvaro Jaramillo",2005-11-14,?:?,"Above Villa O'Higgins, XII Region",Chile,-52.2523,-69.7437,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,59911,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-chested Plover","Charadrius modestus",,"Jacob Socolar",2010-01-18,13:00,"Cerro de la Bandera, Puerto Williams",Chile,-54.958,-67.678,600,Call,"Flush call",,43072,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-chested Plover","Charadrius modestus",,"Jacob Socolar",2010-01-18,13:00,"Cerro de la Bandera, Puerto Williams",Chile,-54.958,-67.678,600,call,"Calls from a pair",,43071,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-chested Plover","Charadrius modestus",,"Peter Boesman",2018-12-12,17:00,"Pali Aike road, San Gregorio region, XII región",Chile,-52.189798,-69.801071,,Call,"Call in flight",,449856,//creativecommons.org/licenses/by-nc-nd/4.0/
"Tawny-throated Dotterel","Oreopholus ruficollis",ruficollis,"Andrew Spencer",2012-11-11,09:50,"Pali Aike entrance road, XII Region",Chile,-52.1451,-69.7789,150,call,"calls from a flock of eight or so bird flushing in front of me, landing, and then flushing again.  A different call type is at 34s.  Lots of noise from wind gusts, especially later in the cut.bird-seen:yes playback-used:no",,115831,//creativecommons.org/licenses/by-nc-sa/3.0/
"Tawny-throated Dotterel","Oreopholus ruficollis",ruficollis,"Andrew Spencer",2011-10-27,10:00,"Pali Aike entrance road, XII Region",Chile,-52.1451,-69.7789,100,call,"calls from four or five birds flushing.",,90639,//creativecommons.org/licenses/by-nc-nd/2.5/
"Tawny-throated Dotterel","Oreopholus ruficollis",,"Peter Boesman",2018-12-16,09:00,"Puerto Natales area, XII Región",Chile,-51.682909,-72.524328,,Call,"Very windy!",,450026,//creativecommons.org/licenses/by-nc-nd/4.0/
"Tawny-throated Dotterel","Oreopholus ruficollis",,"Peter Boesman",2018-12-11,19:00,"Bahía Inutil, XII Región",Chile,-53.451824,-69.303966,,Call,"Very windy!",,450025,//creativecommons.org/licenses/by-nc-nd/4.0/
"Tawny-throated Dotterel","Oreopholus ruficollis",,"Ross Gallardy",2015-04-14,09:30,"Laguna Blanca, Región de Magallanes y de la Antártica Chilena, Región de Magallanes y de la Antártica Chilena",Chile,-52.0975,-70.9346,300,call,"bird-seen:yes playback-used:no",,295902,//creativecommons.org/licenses/by-nc-sa/4.0/
"Tawny-throated Dotterel","Oreopholus ruficollis",ruficollis,"Cristian Pinto",2017-01-07,15:00,"Ruta Y-405 ",Chile,-52.172,-69.882,150,"call, flight call",,,367261,//creativecommons.org/licenses/by-nc-sa/4.0/
"Diademed Sandpiper-Plover","Phegornis mitchellii",,"Cristian Pinto",2016-08-05,14:00,"PN Lauca-Las Cuevas, XV Region",Chile,-18.1692,-69.4309,4500,"alarm call","The bird started to sing different calls walking on the ground. Another bird responds in the same way.bird-seen:yes playback-used:no",,348863,//creativecommons.org/licenses/by-nc-sa/4.0/
"Diademed Sandpiper-Plover","Phegornis mitchellii",,"Cristian Pinto",2016-08-05,14:00,"PN Lauca-Las Cuevas, XV Region",Chile,-18.1692,-69.4309,4500,"alarm call","The bird started to sing different calls walking on the ground. Another bird responds in the same way.bird-seen:yes playback-used:no",,348862,//creativecommons.org/licenses/by-nc-sa/4.0/
"Diademed Sandpiper-Plover","Phegornis mitchellii",,"Cristian Pinto",2016-08-05,14:00,"PN Lauca-Las Cuevas, XV Region",Chile,-18.1692,-69.4309,4500,"alarm call","The bird started to sing different calls walking on the ground. Another bird responds in the same way.bird-seen:yes playback-used:no",,348861,//creativecommons.org/licenses/by-nc-sa/4.0/
"Diademed Sandpiper-Plover","Phegornis mitchellii",,"Andrew Spencer",2012-11-06,09:30,"Embalse El Yeso",Chile,-33.6109,-69.9884,2700,call,"natural vocalizations; calls from one of a pair at extremely close range along a stream moving through boggy ground above treeline.  Calls from the other of the pair audible in the background.  This pair had a pair of very young chicks so these calls were probably given in alarm to my presence, though the bird was mostly foraging without appearing alarmed.bird-seen:yes playback-used:no",,115887,//creativecommons.org/licenses/by-nc-sa/3.0/
"Diademed Sandpiper-Plover","Phegornis mitchellii",,"Andrew Spencer",2012-11-06,09:30,"Embalse El Yeso",Chile,-33.6109,-69.9884,2700,song?,"natural vocalizations; song? from one bird displaying to another.  This pair had two very young chicks, and these could be alarm calls, but the behavior suggest otherwise.  While giving these calls, the bird calling stood up taller and straighter than usual, and walked a tight circle around the second bird (which can be heard giving some quiet calls in the background of this cut).  I heard this exchange three times, and the other two were longer (6-7 notes), but this is the only one I could get on tape.  These birds were in boggy ground along a small stream above timberline.bird-seen:yes playback-used:no",,115884,//creativecommons.org/licenses/by-nc-sa/3.0/
"Diademed Sandpiper-Plover","Phegornis mitchellii",,"Ross Gallardy",2015-04-25,09:00,"Embalse El Yeso",Chile,-33.6109,-69.9884,2700,"flight call","bird-seen:yes playback-used:no",,296146,//creativecommons.org/licenses/by-nc-sa/4.0/
"Diademed Sandpiper-Plover","Phegornis mitchellii",,"Ross Gallardy",2015-04-25,09:00,"Embalse El Yeso",Chile,-33.6109,-69.9884,2700,call,"bird-seen:yes playback-used:no",,296145,//creativecommons.org/licenses/by-nc-sa/4.0/
"Diademed Sandpiper-Plover","Phegornis mitchellii",,"Fabrice Schmitt",2012-12-29,21:00,"Piedra Numerada, Santiago Province, Santiago Metropolitan Region",Chile,-33.3352,-70.2895,3390,call,"bird-seen:yes playback-used:no",,116674,//creativecommons.org/licenses/by-nc-sa/3.0/
"Diademed Sandpiper-Plover","Phegornis mitchellii",,"Guillermo Egli",1994-01-00,?:?,"Embalse del Yeso, Region Metropolitana",Chile,,,?,call,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,53877,//creativecommons.org/licenses/by-nc-nd/2.5/
"Diademed Sandpiper-Plover","Phegornis mitchellii",,"Fabrice Schmitt",2012-12-29,21:00,"Piedra Numerada, Santiago Province, Santiago Metropolitan Region",Chile,-33.3352,-70.2895,3390,call,"a bird at 5 meters distance, two different kind of call: the first call is from the ground, and the two last calls are from the flying bird (same individual)bird-seen:yes playback-used:no","Melanodera xanthogramma,Attagis gayi",116673,//creativecommons.org/licenses/by-nc-sa/3.0/
"Rufous-bellied Seedsnipe","Attagis gayi",gayi,"Cristian Pinto",2018-03-11,09:30,"Piedra Numerada, Santiago, Región Metropolitana",Chile,-33.2905,-70.2184,3400,"begging call, call, female, juvenile, male","This is a recording of calls between an adult and three chicks. This kind of acoustics could be classified as collective communications to stayed connected between them.bird-seen:yes playback-used:no",,405692,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-bellied Seedsnipe","Attagis gayi",gayi,"Cristian Pinto",2018-03-11,09:30,"Piedra Numerada, Santiago, Región Metropolitana",Chile,-33.2905,-70.2184,3400,"begging call, call, female, juvenile, male","This is a recording of calls between an adult and three chicks. This kind of acoustics could be classified as collective communications to stayed connected between them.bird-seen:yes playback-used:no",,405691,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-bellied Seedsnipe","Attagis gayi",,"Fabrice Schmitt",2015-10-01,11:00,"PN Lauca-Las Cuevas, XV Region",Chile,-18.1692,-69.4309,4500,"alarm call, flight call","bird taking off bird-seen:yes playback-used:no",,336424,//creativecommons.org/licenses/by-nc-sa/4.0/
"Rufous-bellied Seedsnipe","Attagis gayi",gayi,"Fabrice Schmitt",2012-12-29,21:30,"Piedra Numerada, Santiago Province, Santiago Metropolitan Region",Chile,-33.3352,-70.2895,3390,"flight call","2 birds flying overhead, at late dusk bird-seen:no playback-used:no","Thinocorus orbignyianus",116666,//creativecommons.org/licenses/by-nc-sa/3.0/
"Rufous-bellied Seedsnipe","Attagis gayi",gayi,"Fabrice Schmitt",2012-12-29,17:00,"Piedra Numerada, Santiago Province, Santiago Metropolitan Region",Chile,-33.3352,-70.2895,3390,"alarm call","calls of a group of 5 birds, calling when I went close to them (5 meters distance) and walking away from me.bird-seen:yes playback-used:no",,116663,//creativecommons.org/licenses/by-nc-sa/3.0/
"Rufous-bellied Seedsnipe","Attagis gayi",gayi,"Fabrice Schmitt",2012-12-29,21:00,"Piedra Numerada, Santiago Province, Santiago Metropolitan Region",Chile,-33.3352,-70.2895,3390,"flight call","flying birds at dusk bird-seen:no playback-used:no",,116665,//creativecommons.org/licenses/by-nc-sa/3.0/
"Rufous-bellied Seedsnipe","Attagis gayi",,"Alvaro Jaramillo",2001-07-29,?:?,"Putre, Parinacota, I Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60085,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-bellied Seedsnipe","Attagis gayi",,"Guillermo Egli",1978-09-00,?:?,"PN Lauca, I Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,53878,//creativecommons.org/licenses/by-nc-nd/2.5/
"Rufous-bellied Seedsnipe","Attagis gayi",gayi,"Fabrice Schmitt",2012-12-29,21:00,"Piedra Numerada, Santiago Province, Santiago Metropolitan Region",Chile,-33.3352,-70.2895,3390,"flight call","flying birds at dusk bird-seen:no playback-used:no",,116664,//creativecommons.org/licenses/by-nc-sa/3.0/
"White-bellied Seedsnipe","Attagis malouinus",,"Ross Gallardy",2015-04-14,08:00,"Laguna Blanca, Región de Magallanes y de la Antártica Chilena, Región de Magallanes y de la Antártica Chilena",Chile,-52.0975,-70.9346,300,call,"calls from flock bird-seen:yes playback-used:no",,295900,//creativecommons.org/licenses/by-nc-sa/4.0/
"White-bellied Seedsnipe","Attagis malouinus",,"Alvaro Jaramillo",2005-11-14,?:?,"Magallanes, Tierra del Fuego, XII Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60086,//creativecommons.org/licenses/by-nc-nd/2.5/
"White-bellied Seedsnipe","Attagis malouinus",,"Ross Gallardy",2015-04-14,08:00,"Laguna Blanca, Región de Magallanes y de la Antártica Chilena, Región de Magallanes y de la Antártica Chilena",Chile,-52.0975,-70.9346,300,call,"calls from flock as they flush bird-seen:yes playback-used:no",,295901,//creativecommons.org/licenses/by-nc-sa/4.0/
"Grey-breasted Seedsnipe","Thinocorus orbignyianus",,"Doug Knapp",2008-02-23,08:00,"Embalse El Yeso",Chile,-33.6109,-69.9884,3000,"alarm call","Flushed 3 individuals.",,17920,//creativecommons.org/licenses/by-nc-nd/2.5/
"Grey-breasted Seedsnipe","Thinocorus orbignyianus",,"Peter Boesman",2018-11-30,09:00,"Embalse El Yeso, Región Metropolitana",Chile,-33.63724,-70.028879,,song,,,450183,//creativecommons.org/licenses/by-nc-nd/4.0/
"Grey-breasted Seedsnipe","Thinocorus orbignyianus",,"Peter Boesman",2018-11-30,09:00,"Embalse El Yeso, Región Metropolitana",Chile,-33.63724,-70.028879,,song,,,450182,//creativecommons.org/licenses/by-nc-nd/4.0/
